Designators,Casing,Section,Subsection,Ecoinvent_unit,unit,Total_quantity,Total_mass_kg,Ecoinvent_flow,Category,Manufacturer,Part_Number,Description,number_elements,Quantity_per_element,Has_datasheet_info,L_mm,W_mm,H_mm,Volume_cm3_excel,Density_min_g_cm3,Density_max_g_cm3,Metal_extra_g,mass_space_relation_m2/kg,Database,Direction,Comments,Order_index,Category_order,Group_order,Method,Volume_cm3,Mass_per_element_g,Density_used_g_cm3,Density_source,Validation_error,Subsystem
"R84, R122, R131 > R134, R149, R150, R157, R158",1206,Passives,Resistors,kg,kg,0.00012856,0.00012856,"resistor production, surface-mounted",AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"10 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",10,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,,23,1,12,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,contactor_card
R104,1206,Passives,Resistors,kg,kg,1.2856e-05,1.2856e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_2K_1%_0.25W_100PPM,"2 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",1,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,,24,1,12,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,contactor_card
R105,1206,Passives,Resistors,kg,kg,1.2856e-05,1.2856e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_100R_1%_0.25W_100PPM,"100 Ω, 1%, 0.25W, 100 ppm/°C, 1206",1,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,,25,1,12,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,contactor_card
"R143 > R148, R151 > R156,R167 > R178, R187 > R198,R207 > R212, R215 > R220, R231 > R236, R239 > R244, R253 > R258",1206,Passives,Resistors,kg,kg,0.000848496,0.000848496,"resistor production, surface-mounted",AUTO,GENERIC,R1206_33K_1%_0.25W_100PPM,±1% 0.25W ±100ppm/°C General Purpose Thick Film Chip Resistor,66,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,0,EcoInvent,Input,,26,1,12,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,contactor_card
RV1,,Passives,Resistors,kg,kg,0.005948,0.005948,"resistor production, wirewound, through-hole mounting",AUTO,EPCOS / TDK,B72220S0511K101 or S20K510,±10% 510VAC 1W SIOV Metal Oxide Varistor,1,0.005948,YES,,,,,,,,,EcoInvent,Input,Mass data: https://www.tme.eu/en/details/b72220s0511k101/varistors-epcos-tdk/,27,1,12,DATASHEET_QTY_KG,,5.948,,MISSING,,contactor_card
"RL4, RL5",,Electromechanicsd,Relays,kg,kg,0.07,0.07,"transformer production, low voltage use",AUTO,OMRON ELECTRONIC,G2RL-24-DC24,"8A@250VAC, DPDT Power Relay, G2RL Series",2,0.035,YES,,,,,,,,,EcoInvent,Input,,30,1,15,DATASHEET_QTY_KG,,35.0,,MISSING,,contactor_card
SMD_PROCESS,,Assembly Processes,SMD,m2,m2,0.017,,"mounting, surface mount technology, Pb-free solder",AUTO,,,Assambly SMD components in the PCB,1,0.017,YES,170,100,,,,,,,EcoInvent,Input,,32,1,17,AREA_LW_MM_TO_M2,,,,,,contactor_card
THT_PROCESS,,Assembly Processes,THT,m2,m2,0.017,,"mounting, through-hole technology, Pb-free solder",AUTO,,,Assambly THT components in the PCB,1,0.017,YES,170,100,,,,,,,EcoInvent,Input,,33,1,18,AREA_LW_MM_TO_M2,,,,,,contactor_card
"C1, C3",1206,Passives,Capacitors,kg,kg,0.000113152,0.000113152,"capacitor production, for surface-mounting",MLCC,GENERIC,CC1206_100PF_50V_5%_NP0,,2,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are.",3,2,3,CALCULATED,0.008704,0.056576,6.5,MIN_MAX_AVG,,contactor_card
"C2, C6, C7",1206,Passives,Capacitors,kg,kg,0.000169728,0.000169728,"capacitor production, for surface-mounting",MLCC,GENERIC,CC1206_1NF_50V_10%_X7R,,3,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are.",4,2,3,CALCULATED,0.008704,0.056576,6.5,MIN_MAX_AVG,,contactor_card
"C4, C5",1206,Passives,Capacitors,kg,kg,0.000113152,0.000113152,"capacitor production, for surface-mounting",MLCC,GENERIC,CC1206_100NF_50V_10%_X7R,,2,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are.",5,2,3,CALCULATED,0.008704,0.056576,6.5,MIN_MAX_AVG,,contactor_card
"C8, C9",1206,Passives,Capacitors,kg,kg,0.000113152,0.000113152,"capacitor production, for surface-mounting",MLCC,GENERIC,CC1206_10NF_50V_10%_X7R,,2,5.6576e-05,NO,3.2,1.6,1.7,,6,7,0,,EcoInvent,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are.",6,2,3,CALCULATED,0.008704,0.056576,6.5,MIN_MAX_AVG,,contactor_card
"D1, D3, D12",SOT23-3,Discrete Semiconductors,Small signal,kg,kg,2.46375e-05,2.46375e-05,"diode production, glass-, for surface-mounting",Dual,NXP SEMICONDUCTORS,BAV199,75V 250mW Low-Leakage Double Diode,3,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,,7,3,4,CALCULATED,0.00377,0.008212,1.25,MIN_MAX_AVG,,contactor_card
"D2, D4-D6, D9, D10, D13, D14",SOD-80C,Discrete Semiconductors,Small signal,kg,kg,0.00014992,0.00014992,"diode production, glass-, for surface-mounting",Zener,NEXPERIA,BZV55-B10,10V 500mW Voltage Regulator Diode,8,1.874e-05,NO,,,,0.00744,2.2,2.3,0.002,,EcoInvent,Input,,8,4,5,CALCULATED,0.00744,0.01874,2.25,MIN_MAX_AVG,,contactor_card
D7,DO-214AA,Discrete Semiconductors,Small signal,kg,kg,0.000102937052,0.000102937052,"diode production, glass-, for surface-mounting",TVS,onsemi (Fairchild),SMBJ24A,24V 600W Uni-Directional Transient Voltage Suppressor Diode,1,0.000102937052,NO,4.57,3.94,2.4,,1.2,1.25,0.05,,EcoInvent,Input,"""it is SMD"",",9,5,6,CALCULATED,0.04321392,0.102937,1.225,MIN_MAX_AVG,,contactor_card
"D8, D11",DO-214AA,Discrete Semiconductors,Small signal,kg,kg,0.000205874104,0.000205874104,"diode production, glass-, for surface-mounting",TVS,LITTELFUSE,SMBJ48CA,48V 600W Bi-Directional Transient Voltage Suppressor Diode,2,0.000102937052,NO,4.57,3.94,2.4,,1.2,1.25,0.05,,EcoInvent,Input,,10,5,6,CALCULATED,0.04321392,0.102937,1.225,MIN_MAX_AVG,,contactor_card
D15-D20,TO-247-2,Discrete Semiconductors,Power,kg,kg,0.03252,0.03252,"transistor production, wired, big size, through-hole mounting",Rectifier diode,VISHAY,VS-45EPS16L-M3,"1.16V 45A 1600VR @ 1mA, High Voltage Input Rectifier Diod",6,0.00542,YES,,,,,,,,,EcoInvent,Input,Selected a transistor because the characteristics (materials and size) are more similar,11,6,7,DATASHEET_QTY_KG,,5.42,,MISSING,,contactor_card
LD1,,Discrete Semiconductors,Optoelectronics,kg,kg,0.035,0.035,light emitting diode production,LED,OSRAM,LY T676-R1S2-26,Hyper TOPLED® SMD Yellow LED,1,0.035,YES,,,,,,,,,EcoInvent,Input,"Only LED‑specific option in your list. However, important limitations from the description: Represents a 5mm through‑hole LED. Default weight assumption: 0.35 g per LED (much larger than your 0.059 g SMD)",17,7,11,DATASHEET_QTY_KG,,35.0,,MISSING,,contactor_card
T1,SOT23-3,Discrete Semiconductors,Small signal,kg,kg,8.2125e-06,8.2125e-06,"transistor production, surface-mounted",Bipolar Transistor,onsemi,MMBT3906L,40V 200mA PNP General Purpose Transistor,1,8.2125e-06,NO,2.9,1.3,1,,1.2,1.3,0.0035,,EcoInvent,Input,Specific for surface‑mounted transistors; matches SOT‑23 package.,28,8,13,CALCULATED,0.00377,0.008212,1.25,MIN_MAX_AVG,,contactor_card
"T2,T5",DPAK,Discrete Semiconductors,Power,kg,kg,0.00066529,0.00066529,"transistor production, surface-mounted",MOSFET,ST MICROELECTRONICS,STD10NF10T4,100V 13A N-Channel STripFET® II Power MOSFET,2,0.000332645,NO,6.6,6.2,2.3,,1.2,1.3,0.215,,EcoInvent,Input,Specific for surface‑mounted transistors.,29,9,14,CALCULATED,0.094116,0.332645,1.25,MIN_MAX_AVG,,contactor_card
HS1-HS6,,Hardware,Thermal Management,kg,kg,0.03,0.03,"market for copper, cathode + metal working, average for copper product manufacturing",Heatsink,FISCHER ELEKTRONIK,FK 245 MI 247 O,"TO-247 Heat Sink Rth: 20.2°C/W, Vertical Mount",6,0.005,YES,,,,,,,,,EcoInvent,Input,"MASS FROM DATABASE, Aproximated as hardware",31,10,16,DATASHEET_QTY_KG,,5.0,,MISSING,,contactor_card
PCB,,PCB,,m2,m2,0.017,0.05236,"printed wiring board production, for through-hole mounting, Pb free surface",AUTO,Panel of 2,EDA-04977-V1,"Panel of 2, 160x105 mm",1,0.017,YES,170,100,,,,,,3.08,EcoInvent,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices.",1,1,1,M2_EQUIVALENT,,5.519481,,M2_RELATION,,filter_card
"HVDC_M, HVDV_P",,Passives,Test PIN,kg,kg,0.00016,0.00016,"electronic component, passive, unspecified",AUTO,VERO TECHNOLOGIES,20-2136,Black Bead PCB Terminal Test Pin for 1.6mm PCB Thickness (1.32mm Hole),2,8e-05,YES,,,,,,,,,EcoInvent,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.,6,1,4,DATASHEET_QTY_KG,,0.08,,MISSING,,filter_card
L1,,Magnetics,Inductors,kg,KG,0.0827,0.0827,"transformer production, low voltage use",AUTO,CERN,HCRAPQU001-0,HF Common Mode Inductor,1,0.0827,YES,,,,,,,,,EcoInvent,Input,The proportions should be modifiedon row; user will delete,9,1,6,DATASHEET_QTY_KG,,82.7,,MISSING,,filter_card
R1-R4,,Passives,Resistors,kg,kg,0.00497724,0.00497724,"resistor, metal film type, through-hole mounting",AUTO,Generic,RMF_47K_5%_3W_250PPM_2286-1670X520,±5% 3W ±250ppm/°C Leaded Power Metal Film Resistor,4,0.00124431,NO,,,,0.35466,3,4,0.003,,EcoInvent,Input,,10,1,7,CALCULATED,0.35466,1.24431,3.5,MIN_MAX_AVG,,filter_card
THT_PROCESS,,Assembly Processes,THT,m2,m2,0.017,,"mounting, through-hole technology, Pb-free solder",AUTO,,,Assambly THT components in the PCB,1,0.017,YES,170,100,,,,,,,EcoInvent,Input,,12,1,8,AREA_LW_MM_TO_M2,,,,,,filter_card
"C1, C4",,Passives,Capacitors,kg,kg,0.002673,0.002673,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W21004B00MSSD,"10 nF, ±20%, 300VAC, Class Y2, MKP-Y2",2,0.0013365,NO,18,5,11,,1.3,1.4,0,,EcoInvent,Input,,2,2,2,CALCULATED,0.99,1.3365,1.35,MIN_MAX_AVG,,filter_card
C3,,Passives,Capacitors,kg,kg,0.04425975,0.04425975,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKP4O141507G00MSSD,±20% 1000VDC/400VAC Metallized Polypropylene Film Capacitor (MKP4),1,0.04425975,NO,20,39.5,41.5,,1.3,1.4,0,,EcoInvent,Input,,3,2,2,CALCULATED,32.785,44.25975,1.35,MIN_MAX_AVG,,filter_card
C8,,Passives,Capacitors,kg,kg,0.09804375,0.09804375,"capacitor production, film type, for through-hole mounting",Film,WIMA,DCP4L055007JD4KSSD,±10% 800VDC Metallized Polypropylene Capacitor (MKP4) For DC-Link Applications,1,0.09804375,NO,35,41.5,50,,1.3,1.4,0,,EcoInvent,Input,,5,2,2,CALCULATED,72.625,98.04375,1.35,MIN_MAX_AVG,,filter_card
"C2,C5",,Passives,Capacitors,kg,kg,0.0019305,0.0019305,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W14703F00MSSD,±20% 300VAC Metallized Polypropylene RFI Capacitor Class Y2 (MKP-Y2),2,0.00096525,NO,13,5,11,,1.3,1.4,0,,EcoInvent,Input,,11,2,2,CALCULATED,0.715,0.96525,1.35,MIN_MAX_AVG,,filter_card
"C6, C7, C9, C10",,Passives,Capacitors,kg,kg,0.5615588,0.5615588,"capacitor production, electrolyte type, > 2cm height",Electrolytic,NICHICON,LGR2G221MELA50,±20% 400V Aluminium Electrolytic Capacitor (LGR Serie),4,0.1403897,NO,,,,25.5254,5,6,0,,EcoInvent,Input,,4,3,3,CALCULATED,25.5254,140.3897,5.5,MIN_MAX_AVG,,filter_card
"J1,J2,J4",,Passives,Electromechanical,kg,kg,0.005949,0.005949,"electric connector production, peripheral type buss",Connectors,TYCO ELECTRONICS,350789-1,3 Circuits In-Line - Universal MATE-N-LOK Connector,3,0.001983,YES,,,,,,,,,EcoInvent,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function For the mass: https://www.tme.com/in/en/details/350789-1/raster-signal-connectors-6-35mm/te-connectivity/,7,4,5,DATASHEET_QTY_KG,,1.983,,MISSING,,filter_card
J3,,Passives,Electromechanical,kg,kg,0.00137,0.00137,"electric connector production, wire clamp",Connectors,TYCO ELECTRONICS,350786-1,2 Circuits In-Line - Universal MATE-N-LOK Connector,1,0.00137,YES,,,,,,,,,EcoInvent,Input,Mass info: https://www.tme.com/in/en/details/350786-1/raster-signal-connectors-6-35mm/te-connectivity/,8,4,5,DATASHEET_QTY_KG,,1.37,,MISSING,,filter_card
PCB,,PCB,,m2,m2,0.01,0.0308,"printed wiring board production, for through-hole mounting, Pb free surface",AUTO,Panel of 2 PCBs,,Input EMC Fuse Card Printed Circuit Board (Bare),1,0.01,YES,100,100,,,,,,3.08,EcoInvent,Input,Base PCB from EcoInvent,1,1,1,M2_EQUIVALENT,,3.246753,,M2_RELATION,,fuse_card
FH1-FH3,,Electromechanical,Fuse holder,kg,kg,0.0343014,0.0343014,"electronic component, passive, unspecified",AUTO,KEYSTONE,3576,Fuse Holder for 10.3x38mm (5AG) Fuses,3,0.0114338,NO,,,,9.88,1.12,1.15,0.22,,EcoInvent,Input,Passive component (generic): https://www.tme.eu/se/details/640900-1/signalkontaktdon-avstand-6-35mm/te-connectivity/,7,1,4,CALCULATED,9.88,11.4338,1.135,MIN_MAX_AVG,,fuse_card
FHC1-FHC3,,Hardware,Enclosure,kg,kg,0.01077,0.01077,"electronic component, passive, unspecified",AUTO,KEYSTONE,3576C,Cover for Fuse Holder KEYSTONE 3576,3,0.00359,YES,,,,,,,,,EcoInvent,Input,"No more accurate component, it is considered generic",8,1,5,DATASHEET_QTY_KG,,3.59,,MISSING,,fuse_card
J1,,Electromechanical,Connectors,kg,kg,0.00319,0.00319,"electric connector production, wire clamp",AUTO,TYCO ELECTRONICS,640900-1,5 Circuits In-Line - Universal MATE-N-LOK Connector,1,0.00319,YES,,,,,,,,,EcoInvent,Input,Mass info: https://www.tme.eu/se/details/640900-1/signalkontaktdon-avstand-6-35mm/te-connectivity/,9,1,6,DATASHEET_QTY_KG,,3.19,,MISSING,,fuse_card
J2,,Electromechanical,Connectors,kg,kg,0.00137,0.00137,"electric connector production, wire clamp",AUTO,TYCO ELECTRONICS,350786-1,2 Circuits In-Line - Universal MATE-N-LOK Connector,1,0.00137,YES,,,,,,,,,EcoInvent,Input,Mass info: https://www.tme.com/in/en/details/350786-1/raster-signal-connectors-6-35mm/te-connectivity/,10,1,6,DATASHEET_QTY_KG,,1.37,,MISSING,,fuse_card
J3,,Electromechanical,Connectors,kg,kg,0.0526,0.0526,"electric connector production, peripheral type buss",AUTO,CERN,EDA-02872-V1-3,"2 Circuits In-Line - Universal MATE-N-LOK with Central Wire Pin, 7 Poles, VDE  Metalok Bantam Circular Male Connector, Mounted On 15mm M3 Spacer",1,0.0526,YES,,,,,,,,,EcoInvent,Input,"Although the dataset represents ICT connectors (e.g., USB ports), its material composition is comparable TO j3. Explanation as a special component the mass calculation",11,1,6,DATASHEET_QTY_KG,,52.6,,MISSING,,fuse_card
R1-R9,,Passives,Resistors,kg,kg,0.00098775,0.00098775,"resistor, metal film type, through-hole mounting",AUTO,Generic,RMF_68K_1%_0.6W_50PPM_1016-630X250,±1% 0.6W ±50ppm/°C Leaded Metal Film Resistor,9,0.00010975,NO,,,,0.0285,3,4,0.01,,EcoInvent,Input,The dataset explicitly represents THT.,12,1,7,CALCULATED,0.0285,0.10975,3.5,MIN_MAX_AVG,,fuse_card
THT_PROCESS,,Assembly Processes,THT,m2,m2,0.01,,"mounting, through-hole technology, Pb-free solder",AUTO,,,Assambly THT components in the PCB,1,0.01,YES,100,100,,,,,,,EcoInvent,Input,It is all THT,13,1,8,AREA_LW_MM_TO_M2,,,,,,fuse_card
C1-C3,,Passives,Capacitors,kg,kg,0.0398034,0.0398034,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKX2AW41006D00MSSD,±20% 305VAC Metallized Polypropylene RFI Capacitor Class X2 (MKP-X2),3,0.0132678,NO,31.5,13,24,,1.3,1.4,0,,EcoInvent,Input,,2,2,2,CALCULATED,9.828,13.2678,1.35,MIN_MAX_AVG,,fuse_card
C4,,Passives,Capacitors,kg,kg,0.00096525,0.00096525,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W14703F00MSSD,±20% 300VAC Metallized Polypropylene RFI Capacitor Class Y2 (MKP-Y2),1,0.00096525,NO,13,5,11,,1.3,1.4,0,,EcoInvent,Input,,3,2,2,CALCULATED,0.715,0.96525,1.35,MIN_MAX_AVG,,fuse_card
C1b-C3b,,Passives,Capacitors,kg,kg,0.024792075,0.024792075,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKX2AW41005I00MSSD,±20% 305VAC Metallized Polypropylene RFI Capacitor Class X2 (MKP-X2),3,0.008264025,NO,26.5,11,21,,1.3,1.4,0,,EcoInvent,Input,,4,2,2,CALCULATED,6.1215,8.264025,1.35,MIN_MAX_AVG,,fuse_card
C4b,,Passives,Capacitors,kg,kg,0.0013365,0.0013365,"capacitor production, film type, for through-hole mounting",Film,WIMA,MKY22W21004B00MSSD,"10 nF, ±20%, 300VAC, Class Y2, MKP-Y2",1,0.0013365,NO,18,5,11,,1.3,1.4,0,,EcoInvent,Input,,5,2,2,CALCULATED,0.99,1.3365,1.35,MIN_MAX_AVG,,fuse_card
F1-F3,,Passives,Protection,kg,kg,0.024,0.024,"electronic component, passive, unspecified",Fuse,MERSEN,W1014572,"Protistor® Cylindrical Fuse-Links, Size 10x38 gR 690VAC",3,0.008,YES,,,,,,,,,EcoInvent,Input,"It is a big estimation, the other alternative is more described but it doe not have the same technology.",6,3,3,DATASHEET_QTY_KG,,8.0,,MISSING,,fuse_card
PCB,,PCB,,m2,m2,0.0168,0.051744,"printed wiring board production, for through-hole mounting, Pb free surface",AUTO,Panel of 2,EDA-05137-V1,"Panel of 2, 160x105 mm",1,0.0168,YES,160,105,,,,,,3.08,EcoInvent,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices.",1,1,1,M2_EQUIVALENT,,5.454545,,M2_RELATION,,inverter_power_card
IC3–IC6,,Module,DC/DC Converters,kg,kg,0.0192,0.0192,"electronic component production, active, unspecified",AUTO,Traco Power,TRV 1-2413M,"19.2-28.8VDC to +15VDC/±67mA, Ripple and Noise (max) 100mVpk-pk,DC/DC Medical Converter",4,0.0048,YES,,,,,,,,,EcoInvent,Input,"It is intentionally designed as a ""rough proxy"" for active components when no better data exists.  Generic active component dataset used with mass scaling. This introduces uncertainty but is the best available option. The automotive converter dataset was rejected due to extreme scale difference.",4,1,4,DATASHEET_QTY_KG,,4.8,,MISSING,,inverter_power_card
IC7,DIP6 SMD,Module,Hybrid relays,kg,kg,0.000427,0.000427,"electronic component production, active, unspecified",AUTO,Panasonic,AQV210EHA,"GE 1 Form A, PhotoMOS Relay, 5000V Reinforced Insulation, 350V 130mA",1,0.000427,YES,,,,,,,,,EcoInvent,Input,"The PhotoMOS is a solid-state relay combining an LED and MOSFETs in an SMD package. No specific ecoinvent dataset exists. The generic active dataset averages diodes, transistors, and ICs, which reasonably captures the mix of technologies present in the component.",6,1,5,DATASHEET_QTY_KG,,0.427,,MISSING,,inverter_power_card
F1,,Passive,Protection,kg,kg,1.0018708e-05,1.0018708e-05,"electronic component, passive, unspecified",AUTO,Littelfuse,microSMD005F,PolySwitch® Resettable PPTC Overcurrent Protection Device,1,1.0018708e-05,NO,3.21,2.57,0.72,,1.2,1.5,0.002,,EcoInvent,Input,"There is a big stimation, the other alternative is more described but it dit not the same technology.",8,1,7,CALCULATED,0.005939784,0.010019,1.35,MIN_MAX_AVG,,inverter_power_card
"R1–R4, R31, R35, R47, R48, R60",1206,Passives,Resistors,kg,kg,0.000115704,0.000115704,"resistor production, surface-mounted",AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"10 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",9,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,29,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
"R5–R9, R41, R44, R53, R56–R59",1206,Passives,Resistors,kg,kg,0.000154272,0.000154272,"resistor production, surface-mounted",AUTO,Generic,R1206_47K_1%_0.25W_100PPM,"47 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",12,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,30,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
"R10, R11, R15–R30",1206,Passives,Resistors,kg,kg,0.000231408,0.000231408,"resistor production, surface-mounted",AUTO,Generic,R1206_20R_1%_0.25W_100PPM,"20 Ω, 1%, 0.25W, 100 ppm/°C, 1206",18,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,31,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
"R12, R49–R52",1206,Passives,Resistors,kg,kg,6.428e-05,6.428e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_10R_1%_0.25W_200PPM,"10 Ω, 1%, 0.25W, 200 ppm/°C, 1206",5,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,32,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
"R13, R14, R32, R36–R40, R42, R43",1206,Passives,Resistors,kg,kg,0.00012856,0.00012856,"resistor production, surface-mounted",AUTO,Generic,R1206_1K_1%_0.25W_100PPM,"1 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",10,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,33,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
R33,1206,Passives,Resistors,kg,kg,1.2856e-05,1.2856e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_2K_1%_0.25W_100PPM,"2 kΩ, 1%, 0.25W, 100 ppm/°C, 1206",1,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,34,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
"R34, R45, R46, R54, R55",1206,Passives,Resistors,kg,kg,6.428e-05,6.428e-05,"resistor production, surface-mounted",AUTO,Generic,R1206_100R_1%_0.25W_100PPM,"100 Ω, 1%, 0.25W, 100 ppm/°C, 1206",5,1.2856e-05,NO,3.2,1.6,0.55,,3,4,0.003,,EcoInvent,Input,The dataset explicitly represents surface‑mounted resistors.,35,1,16,CALCULATED,0.002816,0.012856,3.5,MIN_MAX_AVG,,inverter_power_card
J1,,Electromechanical,Connectors,kg,kg,0.00245594672,0.00245594672,"electric connector production, wire clamp",AUTO,Wieland,25.161.0353.0,"16A 250VAC 3 Way PCB Terminal Block, Pitch 5mm, Screw Connection, Wire Size Max: 2.5mm²",1,0.00245594672,NO,16.09,10.16,12,,1.12,1.18,0.2,,EcoInvent,Input,Exact technological match: “wire clamp” directly describes the screw‑clamp connection.,36,1,17,CALCULATED,1.9616928,2.455947,1.15,MIN_MAX_AVG,,inverter_power_card
J2,,Electromechanical,Connectors,kg,kg,0.001983,0.001983,"electric connector production, peripheral type buss",AUTO,TE Connectivity,350789-1,3 Circuits In-Line - Universal MATE-N-LOK Connector,1,0.001983,YES,,,,,,,,,EcoInvent,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function.,37,1,17,DATASHEET_QTY_KG,,1.983,,MISSING,,inverter_power_card
J3,,Electromechanical,Connectors,kg,kg,0.01818128704,0.01818128704,"electric connector production, wire clamp",AUTO,3M,N3428-6302RB,"20 Contacts - Straight .100'' x .100'' Low Profile Black Four-Wall Header (Long Roll Pin Latch/Ejectors), 3000 Series",1,0.01818128704,NO,44.83,8.6,27.2,,1.3,1.5,3.5,,EcoInvent,Input,Calculated because there were different mass values depending on the website,38,1,17,CALCULATED,10.4866336,18.181287,1.4,MIN_MAX_AVG,,inverter_power_card
B8-B32,,Passives,Test PIN,kg,kg,0.002,0.002,"electronic component, passive, unspecified",AUTO,VERO TECHNOLOGIES,20-2136,Black Bead PCB Terminal Test Pin for 1.6mm PCB Thickness (1.32mm Hole),25,8e-05,YES,,,,,,,,,EcoInvent,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.,39,1,18,DATASHEET_QTY_KG,,0.08,,MISSING,,inverter_power_card
TR1,,Magnetics,Current sensing,kg,kg,0.0095,0.0095,"transformer production, low voltage use",AUTO,CERN,HCR6BFW,HF Current transformer,1,0.0095,YES,,,,,,,,,EcoInvent,Input,"The HCR6BFW is a high‑frequency current transformer, which falls under ""low voltage use"" .",40,1,19,DATASHEET_QTY_KG,,9.5,,MISSING,,inverter_power_card
J3 screws,,Hardware,Mounting hardware,kg,kg,0.00126385,0.00126385,"market for steel, low-alloyed + metal working, average for metal product manufacturing",AUTO,3M,3341-5,"#4-24 x 5/16'' (7.94mm) Pan Head Cutting Screw, Fully Threaded, Stainless Steel",2,0.000631925,NO,,,,0.0805,7.8,7.9,0,,EcoInvent,Input,"This combination represents the two required stages for metal-component LCAs: (1) stainless‑steel material production, and (2) forming/working processes needed to shape hardware like screws. Combination of coth, create a process and then give the data quality parameters to the combination",41,1,20,CALCULATED,0.0805,0.631925,7.85,MIN_MAX_AVG,,inverter_power_card
SMD_PROCESS,,Assembly Processes,SMD,m2,m2,0.0168,,"mounting, surface mount technology, Pb-free solder",AUTO,,,Assambly SMD components in the PCB,1,0.0168,YES,160,105,,,,,,,EcoInvent,Input,,42,1,21,AREA_LW_MM_TO_M2,,,,,,inverter_power_card
